Name,Country,Industry,mvUsd
UBCare Co Ltd,South Korea,Health Care,582783
UBE Corp,Japan,Basic Materials,25563873
UBS Group AG,Switzerland,Financials,2168260812
UCB SA,Belgium,Health Care,234536724
UDR Inc,United States,Real Estate,910633819
UEM Sunrise Bhd,Malaysia,Real Estate,447231
UFP Industries Inc,United States,Basic Materials,46159955
UFP Technologies Inc,United States,Health Care,4314774
UGI Corp,United States,Utilities,58630505
UK Commercial Property REIT Ltd,United Kingdom,Real Estate,9818957
UMB Financial Corp,United States,Financials,37183522
UMS Holdings Ltd,Singapore,Industrials,7961657
UMW Holdings Bhd,Malaysia,Consumer Discretionary,15338975
UNIQA Insurance Group AG,Austria,Financials,5737446
UNIRITA Inc,Japan,Technology,491019
UNITE Group PLC/The,United Kingdom,Real Estate,231777800
UNO Minda Ltd,India,Consumer Discretionary,7543206
UOA Development Bhd,Malaysia,Real Estate,318
UOB-Kay Hian Holdings Ltd,Singapore,Financials,4275133
UOL Group Ltd,Singapore,Real Estate,39840261
UPC Technology Corp,Taiwan,Basic Materials,7032170
UPI Semiconductor Corp,Taiwan,Technology,5844903
UPL Ltd,India,Basic Materials,144457371
UPM-Kymmene Oyj,Finland,Basic Materials,516552877
US Bancorp,United States,Financials,630486647
US Foods Holding Corp,United States,Consumer Staples,68955954
US Silica Holdings Inc,United States,Basic Materials,4168750
US Xpress Enterprises Inc,United States,Industrials,1539935
USANA Health Sciences Inc,United States,Consumer Staples,5785394
USI Corp,Taiwan,Industrials,13429111
USS Co Ltd,Japan,Consumer Discretionary,53431926
UT Group Co Ltd,Japan,Industrials,4825056
UTI Asset Management Co Ltd,India,Financials,3983596
UWC BHD,Malaysia,Basic Materials,15071213
Uber Technologies Inc,United States,Consumer Discretionary,577177798
Ubicom Holdings Inc,Japan,Technology,1155509
Ubiquiti Inc,United States,Telecommunications,8721231
Ubisoft Entertainment SA,France,Consumer Discretionary,17037523
Uchi Technologies Bhd,Malaysia,Technology,3187600
Uchida Yoko Co Ltd,Japan,Consumer Discretionary,2527863
Udemy Inc,United States,Consumer Discretionary,5212903
Ufaorgsintez OAO,Russia,Basic Materials,15
UiPath Inc,United States,Technology,43808281
Ulta Beauty Inc,United States,Consumer Discretionary,199403064
Ultra Chip Inc,Taiwan,Technology,1085865
Ultragenyx Pharmaceutical Inc,United States,Health Care,33525871
Ultrajaya Milk Industry & Trading Co Tbk PT,Indonesia,Consumer Staples,3141906
Ultrapar Participacoes SA,Brazil,Energy,11014119
Ulvac Inc,Japan,Industrials,62290207
Umicore SA,Belgium,Basic Materials,480152905
Umpqua Holdings Corp,United States,Financials,61209721
Under Armour Inc,United States,Consumer Discretionary,35400976
Uni-Charm Indonesia Tbk PT,Indonesia,Consumer Staples,4809273
Uni-President China Holdings Ltd,China,Consumer Staples,18246307
Uni-President Enterprises Corp,Taiwan,Consumer Staples,165596117
UniCredit SpA,Italy,Financials,727568046
UniFirst Corp/MA,United States,Industrials,27551831
UniTest Inc,South Korea,Technology,4635162
Unibail-Rodamco-Westfield,Netherlands,Real Estate,317948395
Unicaja Banco SA,Spain,Financials,76667014
Unicharm Corp,Japan,Consumer Staples,241639118
Unid Btplus Co Ltd,South Korea,Basic Materials,290303
Unid Co Ltd,South Korea,Basic Materials,3435150
Unidata SpA,Italy,Telecommunications,2014221
Unifique Telecomunicacoes S/A,Brazil,Telecommunications,5245039
Unigroup Guoxin Microelectronics Co Ltd,China,Technology,20175436
Unilever Indonesia Tbk PT,Indonesia,Consumer Staples,32102096
Unilever PLC,United Kingdom,Consumer Staples,3007462116
Unimicron Technology Corp,Taiwan,Technology,95617549
Union Assurance PLC/Sri Lanka,Sri Lanka,Financials,440568
Union Bank Of Taiwan,Taiwan,Financials,10485855
Union Bank of the Philippines,Philippines,Financials,1060020
Union Pacific Corp,United States,Industrials,1246113922
Union Semiconductor Equipment & Materials Co Ltd,South Korea,Technology,1199702
Union Tool Co,Japan,Industrials,2208087
Uniper SE,Germany,Utilities,727243
Unipol Gruppo SpA,Italy,Financials,62619081
UnipolSai Assicurazioni SpA,Italy,Financials,19737538
Unipres Corp,Japan,Consumer Discretionary,1438502
Unipro PJSC,Russia,Utilities,0
Unique Engineering & Construction PCL,Thailand,Industrials,559439
Unisem M Bhd,Malaysia,Technology,38064191
Unisplendour Corp Ltd,China,Technology,9507581
Unitech Printed Circuit Board Corp,Taiwan,Technology,4400436
United Airlines Holdings Inc,United States,Consumer Discretionary,27204056
United Arrows Ltd,Japan,Consumer Discretionary,2905483
United Bankshares Inc/WV,United States,Financials,36439826
United Breweries Ltd,India,Consumer Staples,1922153
United Community Banks Inc/GA,United States,Financials,33990531
United Integrated Services Co Ltd,Taiwan,Industrials,17344081
United Internet AG,Germany,Technology,64147218
United Laboratories International Holdings Ltd/The,Hong Kong,Health Care,7504242
United Malt Grp Ltd,Australia,Consumer Staples,22488725
United Microelectronics Corp,Taiwan,Technology,239746857
United Natural Foods Inc,United States,Consumer Staples,19828230
United Overseas Bank Ltd,Singapore,Financials,552588395
United Paper PCL,Thailand,Basic Materials,5417917
United Parcel Service Inc,United States,Industrials,1225112367
United Renewable Energy Co Ltd/Taiwan,Taiwan,Energy,13688542
United Rentals Inc,United States,Industrials,583080016
United Spirits Ltd,India,Consumer Staples,28841716
United States Steel Corp,United States,Basic Materials,61924502
United Super Markets Holdings Inc,Japan,Consumer Staples,2735487
United Therapeutics Corp,United States,Health Care,124157730
United U-Li Corp BHD,Malaysia,Industrials,1775918
United Urban Investment Corp,Japan,Real Estate,53839118
United Utilities Group PLC,United Kingdom,Utilities,200966815
UnitedHealth Group Inc,United States,Health Care,5122831909
Uniti Group Inc,United States,Real Estate,12060991
Unitika Ltd,Japan,Basic Materials,672680
Unity Software Inc,United States,Technology,156052997
Univar Solutions Inc,United States,Basic Materials,53513867
Universal Cement Corp,Taiwan,Industrials,1855576
Universal Display Corp,United States,Technology,47819368
Universal Entertainment Corp,Japan,Consumer Discretionary,3927138
Universal Health Realty Income Trust,United States,Real Estate,5128970
Universal Health Services Inc,United States,Health Care,64198642
Universal Logistics Holdings Inc,United States,Industrials,3360720
Universal Music Group NV,Netherlands,Consumer Discretionary,617117136
Universal Robina Corp,Philippines,Consumer Staples,26878178
Universal Store Holdings Ltd,Australia,Consumer Discretionary,1805887
Universal Vision Biotechnology Co Ltd,Taiwan,Health Care,7484959
Unizyx Holding Corp,Taiwan,Telecommunications,6023862
Unum Group,United States,Financials,426463194
Upland Software Inc,United States,Technology,139748
Uponor Oyj,Finland,Industrials,25980192
Upstart Holdings Inc,United States,Financials,11225089
Upwork Inc,United States,Technology,10257248
Urban Edge Properties,United States,Real Estate,15831975
Urban Outfitters Inc,United States,Consumer Discretionary,8437701
Urstadt Biddle Properties Inc,United States,Real Estate,19
Usen-Next Holdings Co Ltd,Japan,Telecommunications,1298525
Ushio Inc,Japan,Industrials,31805709
Uzma Bhd,Malaysia,Energy,207461
V Technology Co Ltd,Japan,Technology,1423645
V-Cube Inc,Japan,Technology,1296207
V-Guard Industries Ltd,India,Industrials,3159676
V-Mart Retail Ltd,India,Consumer Discretionary,970926
V-ZUG Holding AG,Switzerland,Consumer Discretionary,203107
VA Tech Wabag Ltd,India,Utilities,9941059
VAT Group AG,Switzerland,Industrials,152738525
VBG Group AB,Sweden,Consumer Discretionary,2455250
VERBIO Vereinigte BioEnergie AG,Germany,Energy,47260542
VF Corp,United States,Consumer Discretionary,80992803
VGI PCL,Thailand,Consumer Discretionary,3047818
VGP NV,Belgium,Real Estate,37789048
VIA Labs Inc,Taiwan,Technology,747897
VICI Properties Inc,United States,Real Estate,324472619
VIDENDUM PLC,United Kingdom,Industrials,7879544
VIGO PHOTONICS SA,Poland,Technology,650241
VIP Industries Ltd,India,Consumer Discretionary,8237128
VIRO Tvornica Secera,Croatia,Consumer Staples,9968
VK Co Ltd,Russia,Technology,736228
VMware Inc,United States,Technology,180358992
VNDirect Securities Corp,Vietnam,Financials,5153790
VNV Global AB,Sweden,Financials,1193247
VP Bank AG,Switzerland,Financials,5259364
VPower Group International Holdings Ltd,Hong Kong,Industrials,154401
VS Industry Bhd,Malaysia,Industrials,14341223
VS International Group Ltd,China,Industrials,217549
VSTECS Holdings Ltd,Hong Kong,Technology,3723406
VT Holdings Co Ltd,Japan,Consumer Discretionary,4085575
VTB Bank PJSC,Russia,Financials,4149964
VTEX,United States,Technology,818974
VTech Holdings Ltd,Hong Kong,Telecommunications,15988478
VZ Holding AG,Switzerland,Financials,26723383
Vaibhav Global Ltd,India,Consumer Discretionary,2015251
Vail Resorts Inc,United States,Consumer Discretionary,96255502
Vaisala Oyj,Finland,Industrials,394716
Valamar Riviera DD,Croatia,Consumer Discretionary,3239903
Valaris Ltd,United States,Energy,42828750
Vale Indonesia Tbk PT,Indonesia,Basic Materials,20709070
Valeo,France,Consumer Discretionary,209712663
Valero Energy Corp,United States,Energy,523246629
Valiant Holding AG,Switzerland,Financials,44653264
Valid Solucoes e Servicos de Seguranca em Meios de Pagamento e Identificacao SA,Brazil,Industrials,4228542
Valley National Bancorp,United States,Financials,47062177
Vallourec SA,France,Basic Materials,50956715
Valmet Oyj,Finland,Industrials,144548935
Valmont Industries Inc,United States,Industrials,64415177
Valneva SE,France,Health Care,13629472
Valor Holdings Co Ltd,Japan,Consumer Discretionary,4899357
Valqua Ltd,Japan,Basic Materials,2931661
Value Added Technology Co Ltd,South Korea,Health Care,2249932
Value Partners Group Ltd,Hong Kong,Financials,3892176
ValueCommerce Co Ltd,Japan,Consumer Discretionary,15428178
Valuence Holdings Inc,Japan,Consumer Discretionary,1747847
Valvoline Inc,United States,Basic Materials,60298869
Vamos Locacao de Caminhoes Maquinas e Equipamentos SA,Brazil,Industrials,19103600
Van de Velde NV,Belgium,Consumer Discretionary,2276021
Vanda Pharmaceuticals Inc,United States,Health Care,1175010
Vanguard International Semiconductor Corp,Taiwan,Technology,63142385
Vantage Towers AG,Germany,Telecommunications,92191702
Vantiva SA,France,Consumer Discretionary,5814
Vardhman Textiles Ltd,India,Basic Materials,4373847
Varex Imaging Corp,United States,Health Care,6602088
Varonis Systems Inc,United States,Technology,25431725
Varroc Engineering Ltd,India,Consumer Discretionary,7924621
Varta AG,Germany,Industrials,7265602
Varun Beverages Ltd,India,Consumer Staples,319186877
Vastned Retail NV,Netherlands,Real Estate,9142948
Vatti Corp Ltd,China,Consumer Discretionary,43
Vaxcell-Bio Therapeutics Co Ltd,South Korea,Health Care,2476840
Vaxcyte Inc,United States,Health Care,8840398
Vector Inc,Japan,Consumer Discretionary,2349575
Vector Ltd,New Zealand,Utilities,5898115
Veeco Instruments Inc,United States,Technology,6991654
Veeva Systems Inc,United States,Health Care,262345299
Velesto Energy Bhd,Malaysia,Energy,4484215
Ventas Inc,United States,Real Estate,181481312
Ventia Services Group Pty Ltd,Australia,Industrials,4832942
Venture Corp Ltd,Singapore,Industrials,61666876
Venus MedTech Hangzhou Inc,China,Health Care,13223060
Venustech Group Inc,China,Technology,75565668
Veolia Environnement SA,France,Utilities,547088837
Veracyte Inc,United States,Health Care,8989588
Verallia SA,France,Industrials,86815068
Verbund AG,Austria,Utilities,130707036
VeriSign Inc,United States,Technology,197390861
Vericel Corp,United States,Health Care,1475830
Verint Systems Inc,United States,Technology,23447546
Veris Residential Inc,United States,Real Estate,17808354
Verisk Analytics Inc,United States,Industrials,262168588
Veritiv Corp,United States,Industrials,2160596
Verizon Communications Inc,United States,Telecommunications,1790177494
Verra Mobility Corp,United States,Industrials,21764064
Vertex Inc,United States,Technology,590049
Vertex Pharmaceuticals Inc,United States,Health Care,698438110
Vertiv Holdings Co,United States,Technology,40173240
Vertu Motors PLC,United Kingdom,Consumer Discretionary,4027309
Vestas Wind Systems A/S,Denmark,Energy,328188577
Vesuvius PLC,United Kingdom,Industrials,19265798
Vesync Co Ltd,Hong Kong,Consumer Discretionary,13733873
Vetoquinol SA,France,Health Care,7226114
Vetropack Holding AG,Switzerland,Industrials,11922247
ViTrox Corp Bhd,Malaysia,Technology,46685666
Via S/A,Brazil,Consumer Discretionary,163
Via Technologies Inc,Taiwan,Technology,8270310
Viaplay Group AB,Sweden,Consumer Discretionary,120723274
Viasat Inc,United States,Telecommunications,23768644
Viatris Inc,United States,Health Care,122263729
Viavi Solutions Inc,United States,Telecommunications,23771665
Vibra Energia SA,Brazil,Energy,74688555
Vicat SA,France,Industrials,8818768
Vicinity Ltd,Australia,Real Estate,66896355
Vicor Corp,United States,Industrials,9680483
Victoria PLC,United Kingdom,Consumer Discretionary,7255979
Victoria's Secret & Co,United States,Consumer Discretionary,23633620
Victrex PLC,United Kingdom,Basic Materials,47917129
Vidente Co Ltd,South Korea,Industrials,532523
Vidrala SA,Spain,Industrials,33532993
Vienna Insurance Group AG Wiener Versicherung Gruppe,Austria,Financials,162773
Viet Capital Securities JSC,Vietnam,Financials,2821859
Vietnam Dairy Products JSC,Vietnam,Consumer Staples,2682155
Vietnam Export Import Commercial JSB,Vietnam,Financials,6224315
Vietnam Joint Stock Commercial Bank for Industry and Trade,Vietnam,Financials,13727249
Vietnam Prosperity JSC Bank,Vietnam,Financials,36371981
Vietnam Technological & Commercial Joint Stock Bank,Vietnam,Financials,2050466
ViewRay Inc,United States,Health Care,443520
Vieworks Co Ltd,South Korea,Health Care,1433108
Viglacera Corp JSC,Vietnam,Industrials,7122194
Vilmorin & Cie SA,France,Consumer Staples,10955317
Vimeo Inc,United States,Technology,7385925
Vinati Organics Ltd,India,Basic Materials,4333271
Vinci SA,France,Industrials,1174304978
Vinda International Holdings Ltd,China,Consumer Staples,26887040
Vingroup JSC,Vietnam,Real Estate,6712313
Vinh Hoan Corp,Vietnam,Consumer Staples,19012046
Vinhomes JSC,Vietnam,Real Estate,29569574
Viohalco SA,Greece,Basic Materials,3846689
Vipshop Holdings Ltd,China,Consumer Discretionary,93010096
Vir Biotechnology Inc,United States,Health Care,18439854
Virbac SA,France,Health Care,25205649
Virgin Galactic Holdings Inc,United States,Industrials,6568730
Virgin Money UK PLC,United Kingdom,Financials,3021
Viridian Therapeutics Inc,United States,Health Care,3919982
Virtu Financial Inc,United States,Financials,19030386
Virtus Investment Partners Inc,United States,Financials,12827437
Visa Inc,United States,Industrials,3012686416
Viscofan SA,Spain,Consumer Staples,60720311
Vishay Intertechnology Inc,United States,Technology,33694648
Vision Inc/Tokyo Japan,Japan,Telecommunications,16626101
Visional Inc,Japan,Industrials,27122575
Vista Group International Ltd,New Zealand,Technology,1670952
Vista Land & Lifescapes Inc,Philippines,Real Estate,828590
Vista Outdoor Inc,United States,Consumer Discretionary,4967410
Visteon Corp,United States,Consumer Discretionary,38168606
Vistra Corp,United States,Utilities,22849773
Vistry Group PLC,United Kingdom,Consumer Discretionary,48966573
Visual Photonics Epitaxy Co Ltd,Taiwan,Technology,5571928
Vita Group Ltd,Australia,Consumer Discretionary,205274
Vital Farms Inc,United States,Consumer Staples,89520
Vital Healthcare Property Trust,New Zealand,Real Estate,6333696
Vital KSK Holdings Inc,Japan,Consumer Staples,2689568
Vitasoy International Holdings Ltd,Hong Kong,Consumer Staples,17000457
Vitec Software Group AB,Sweden,Technology,25368579
Vitesco Technologies Group AG,Germany,Consumer Discretionary,36462794
Vitro SAB de CV,Mexico,Industrials,2404825
Vitrolife AB,Sweden,Health Care,29475123
Vitru Ltd,Brazil,Consumer Discretionary,7385827
Viva Biotech Holdings,China,Health Care,775678
Viva Energy Group Ltd,Australia,Energy,27087744
Viva Leisure Ltd,Australia,Consumer Discretionary,1992744
Vivendi SE,France,Consumer Discretionary,145717462
Vivint Smart Home Inc,United States,Industrials,2572566
Vivoryon Therapeutics NV,Netherlands,Health Care,4581832
Vivotek Inc,Taiwan,Industrials,709522
Vnet Group Inc,China,Technology,3944534
Vobile Group Ltd,Hong Kong,Technology,8098491
Vodacom Group Ltd,South Africa,Telecommunications,6632651
Vodafone Group PLC,United Kingdom,Telecommunications,614157159
Vodafone Idea Ltd,India,Telecommunications,4408812
Volati AB,Sweden,Industrials,1380027
Volkswagen AG,Germany,Consumer Discretionary,467831028
Volpara Health Technologies Ltd,New Zealand,Health Care,2124116
Voltabox AG,Germany,Consumer Discretionary,67443
Voltalia SA,France,Utilities,15642534
Voltas Ltd,India,Industrials,18328177
Voltronic Power Technology Corp,Taiwan,Technology,48646778
Volution Group PLC,United Kingdom,Industrials,2025223
Volvo AB,Sweden,Industrials,829205834
Volvo Car AB,Sweden,Consumer Discretionary,45093942
Vonovia SE,Germany,Real Estate,2731498702
Vontier Corp,United States,Industrials,33979820
Vontobel Holding AG,Switzerland,Financials,52020855
Vornado Realty Trust,United States,Real Estate,375454249
Vossloh AG,Germany,Industrials,12390691
Voxel SA,Poland,Health Care,2572810
Voya Financial Inc,United States,Financials,60768599
Vroom Inc,United States,Technology,648624
Vulcan Energy Resources Ltd,Australia,Basic Materials,5233965
Vulcan Materials Co,United States,Industrials,211813581
Vulcan Steel Ltd,New Zealand,Basic Materials,2861429
W R Berkley Corp,United States,Financials,195570852
W-Scope Corp,Japan,Industrials,4521727
WAG Payment Solutions PLC,United Kingdom,Industrials,4201310
WATAMI Co Ltd,Japan,Consumer Discretionary,205413
WCT Holdings Bhd,Malaysia,Industrials,92586
WD-40 Co,United States,Consumer Staples,20288923
